index,reason,DATETIME,ENTITY_DESCRIPTION_SHORT
17988,negative value in TIME_TO_PARADE_2=-240.0,2019-10-26 16:30:00,Flying Coaster
18008,negative value in TIME_TO_PARADE_2=-5.0,2018-10-02 12:15:00,Water Ride
18011,negative value in TIME_TO_PARADE_2=-125.0,2018-10-03 14:15:00,Pirate Ship
18018,negative value in TIME_TO_PARADE_2=-80.0,2018-11-03 13:30:00,Pirate Ship
18029,negative value in TIME_TO_PARADE_2=-30.0,2019-12-23 12:30:00,Pirate Ship
18044,negative value in TIME_TO_PARADE_2=-120.0,2019-10-07 14:30:00,Water Ride
18054,negative value in TIME_TO_PARADE_2=-230.0,2018-10-20 16:00:00,Flying Coaster
18099,negative value in TIME_TO_PARADE_2=-240.0,2019-12-21 16:00:00,Pirate Ship
18109,negative value in TIME_TO_PARADE_2=-310.0,2018-12-22 17:00:00,Flying Coaster
18111,negative value in TIME_TO_PARADE_2=-315.0,2019-10-29 17:45:00,Water Ride
18116,negative value in TIME_TO_PARADE_2=-190.0,2018-12-18 15:00:00,Flying Coaster
18123,negative value in TIME_TO_PARADE_2=-80.0,2018-10-20 13:30:00,Flying Coaster
18124,negative value in TIME_TO_PARADE_2=-50.0,2018-10-25 13:00:00,Water Ride
18147,negative value in TIME_TO_PARADE_2=-335.0,2018-10-04 17:45:00,Flying Coaster
18148,negative value in TIME_TO_PARADE_2=-250.0,2018-12-09 16:00:00,Flying Coaster
18152,negative value in TIME_TO_PARADE_2=-210.0,2018-11-17 20:00:00,Flying Coaster
18158,negative value in TIME_TO_PARADE_2=-240.0,2018-12-31 15:15:00,Water Ride
18159,negative value in TIME_TO_PARADE_2=-280.0,2018-11-18 16:30:00,Water Ride
18167,negative value in TIME_TO_PARADE_2=-25.0,2018-12-05 12:15:00,Water Ride
18168,negative value in TIME_TO_PARADE_2=-425.0,2018-10-27 19:15:00,Water Ride
18170,negative value in TIME_TO_PARADE_2=-60.0,2019-12-20 13:00:00,Water Ride
18175,negative value in TIME_TO_PARADE_2=-15.0,2019-11-29 12:15:00,Flying Coaster
18193,negative value in TIME_TO_PARADE_2=-305.0,2018-10-29 17:15:00,Water Ride
18204,negative value in TIME_TO_PARADE_2=-480.0,2019-11-29 20:00:00,Water Ride
18230,negative value in TIME_TO_PARADE_2=-290.0,2018-10-17 17:00:00,Water Ride
18232,negative value in TIME_TO_PARADE_2=-130.0,2018-11-15 14:00:00,Flying Coaster
18240,negative value in TIME_TO_PARADE_2=-75.0,2019-11-29 13:15:00,Flying Coaster
18257,negative value in TIME_TO_PARADE_2=-195.0,2019-11-19 15:15:00,Water Ride
18285,negative value in TIME_TO_PARADE_2=-185.0,2018-10-11 15:15:00,Pirate Ship
18290,negative value in TIME_TO_PARADE_2=-405.0,2019-12-23 18:45:00,Water Ride
18293,negative value in TIME_TO_PARADE_2=-275.0,2018-10-29 16:45:00,Pirate Ship
18302,negative value in TIME_TO_PARADE_2=-150.0,2019-12-01 14:30:00,Flying Coaster
18313,negative value in TIME_TO_PARADE_2=-180.0,2019-10-07 15:30:00,Water Ride
18324,negative value in TIME_TO_PARADE_2=-285.0,2019-10-01 17:15:00,Flying Coaster
18334,negative value in TIME_TO_PARADE_2=-345.0,2019-12-20 17:45:00,Flying Coaster
18345,negative value in TIME_TO_PARADE_2=-270.0,2019-10-28 17:00:00,Water Ride
18355,negative value in TIME_TO_PARADE_2=-45.0,2019-10-25 13:15:00,Flying Coaster
18357,negative value in TIME_TO_PARADE_2=-150.0,2019-12-25 14:30:00,Pirate Ship
18365,negative value in TIME_TO_PARADE_2=-480.0,2019-12-23 20:00:00,Pirate Ship
18375,negative value in TIME_TO_PARADE_2=-240.0,2019-11-25 16:00:00,Water Ride
18377,negative value in TIME_TO_PARADE_2=-200.0,2018-10-17 15:30:00,Water Ride
18382,negative value in TIME_TO_PARADE_2=-80.0,2018-10-31 13:45:00,Water Ride
18389,negative value in TIME_TO_PARADE_2=-365.0,2018-10-19 18:15:00,Pirate Ship
18396,negative value in TIME_TO_PARADE_2=-120.0,2019-12-23 14:00:00,Water Ride
18400,negative value in TIME_TO_PARADE_2=-230.0,2018-10-17 16:00:00,Pirate Ship
18408,negative value in TIME_TO_PARADE_2=-95.0,2018-10-25 13:45:00,Flying Coaster
18424,negative value in TIME_TO_PARADE_2=-475.0,2018-12-14 19:45:00,Flying Coaster
18436,negative value in TIME_TO_PARADE_2=-355.0,2018-12-06 17:45:00,Flying Coaster
18455,negative value in TIME_TO_PARADE_2=-140.0,2018-10-06 14:30:00,Pirate Ship
18456,negative value in TIME_TO_PARADE_2=-55.0,2018-12-18 12:45:00,Flying Coaster
18463,negative value in TIME_TO_PARADE_2=-45.0,2019-10-18 13:15:00,Flying Coaster
18467,negative value in TIME_TO_PARADE_2=-390.0,2019-11-03 19:00:00,Flying Coaster
18490,negative value in TIME_TO_PARADE_2=-50.0,2018-10-15 13:00:00,Pirate Ship
18493,negative value in TIME_TO_PARADE_2=-450.0,2020-01-02 19:30:00,Pirate Ship
18499,negative value in TIME_TO_PARADE_2=-190.0,2018-11-19 15:00:00,Flying Coaster
18520,negative value in TIME_TO_PARADE_2=-215.0,2018-10-19 15:45:00,Water Ride
18528,negative value in TIME_TO_PARADE_2=-510.0,2019-12-13 20:30:00,Flying Coaster
18541,negative value in TIME_TO_PARADE_2=-345.0,2019-10-28 18:15:00,Flying Coaster
18542,negative value in TIME_TO_PARADE_2=-405.0,2019-12-26 18:45:00,Pirate Ship
18548,negative value in TIME_TO_PARADE_2=-210.0,2019-12-12 15:30:00,Flying Coaster
18550,negative value in TIME_TO_PARADE_2=-365.0,2018-10-29 18:15:00,Pirate Ship
18567,negative value in TIME_TO_PARADE_2=-180.0,2019-12-06 15:00:00,Flying Coaster
18571,negative value in TIME_TO_PARADE_2=-135.0,2019-10-14 14:45:00,Flying Coaster
18575,negative value in TIME_TO_PARADE_2=-25.0,2018-12-18 12:15:00,Flying Coaster
18582,negative value in TIME_TO_PARADE_2=-80.0,2018-10-01 13:30:00,Water Ride
18586,negative value in TIME_TO_PARADE_2=-170.0,2018-10-13 15:00:00,Pirate Ship
18591,negative value in TIME_TO_PARADE_2=-325.0,2018-11-14 17:15:00,Flying Coaster
18595,negative value in TIME_TO_PARADE_2=-215.0,2018-10-03 15:45:00,Flying Coaster
18596,negative value in TIME_TO_PARADE_2=-75.0,2019-10-22 13:45:00,Water Ride
18606,negative value in TIME_TO_PARADE_2=-215.0,2018-10-17 15:45:00,Water Ride
18615,negative value in TIME_TO_PARADE_2=-90.0,2019-11-26 13:30:00,Water Ride
18618,negative value in TIME_TO_PARADE_2=-110.0,2018-10-29 14:00:00,Flying Coaster
18619,negative value in TIME_TO_PARADE_2=-195.0,2019-10-22 15:45:00,Water Ride
18620,negative value in TIME_TO_PARADE_2=-285.0,2019-11-02 17:15:00,Flying Coaster
18636,negative value in TIME_TO_PARADE_2=-210.0,2019-10-31 16:00:00,Flying Coaster
18643,negative value in TIME_TO_PARADE_2=-285.0,2020-01-01 16:45:00,Water Ride
18654,negative value in TIME_TO_PARADE_2=-215.0,2018-10-09 15:45:00,Pirate Ship
18655,negative value in TIME_TO_PARADE_2=-140.0,2018-10-17 14:30:00,Water Ride
18665,negative value in TIME_TO_PARADE_2=-110.0,2018-10-25 14:00:00,Flying Coaster
18671,negative value in TIME_TO_PARADE_2=-55.0,2018-11-13 12:45:00,Flying Coaster
18679,negative value in TIME_TO_PARADE_2=-235.0,2018-12-08 15:45:00,Water Ride
18682,negative value in TIME_TO_PARADE_2=-355.0,2018-12-03 17:45:00,Flying Coaster
18684,negative value in TIME_TO_PARADE_2=-375.0,2019-12-08 18:15:00,Flying Coaster
18691,negative value in TIME_TO_PARADE_2=-220.0,2018-12-10 15:30:00,Flying Coaster
18702,negative value in TIME_TO_PARADE_2=-345.0,2019-10-23 18:15:00,Flying Coaster
18708,negative value in TIME_TO_PARADE_2=-10.0,2018-12-11 12:00:00,Flying Coaster
18712,negative value in TIME_TO_PARADE_2=-340.0,2018-12-10 17:30:00,Flying Coaster
18724,negative value in TIME_TO_PARADE_2=-15.0,2019-12-19 11:15:00,Water Ride
18731,negative value in TIME_TO_PARADE_2=-50.0,2018-10-01 13:00:00,Flying Coaster
18738,negative value in TIME_TO_PARADE_2=-325.0,2018-11-16 17:15:00,Water Ride
18747,negative value in TIME_TO_PARADE_2=-370.0,2018-11-10 18:00:00,Flying Coaster
18760,negative value in TIME_TO_PARADE_2=-285.0,2019-10-19 17:15:00,Flying Coaster
18779,negative value in TIME_TO_PARADE_2=-35.0,2018-10-15 12:45:00,Water Ride
18780,negative value in TIME_TO_PARADE_2=-235.0,2018-12-18 15:45:00,Flying Coaster
18784,negative value in TIME_TO_PARADE_2=-280.0,2018-12-15 16:30:00,Flying Coaster
18787,negative value in TIME_TO_PARADE_2=-210.0,2019-10-09 16:00:00,Water Ride
18804,negative value in TIME_TO_PARADE_2=-365.0,2018-10-27 18:15:00,Water Ride
18808,negative value in TIME_TO_PARADE_2=-125.0,2018-11-03 14:15:00,Flying Coaster
18811,negative value in TIME_TO_PARADE_2=-300.0,2020-01-04 17:00:00,Pirate Ship
18828,negative value in TIME_TO_PARADE_2=-475.0,2018-12-15 19:45:00,Flying Coaster
18841,negative value in TIME_TO_PARADE_2=-260.0,2018-10-18 16:30:00,Flying Coaster
18856,negative value in TIME_TO_PARADE_2=-95.0,2018-10-05 13:45:00,Flying Coaster
18865,negative value in TIME_TO_PARADE_2=-160.0,2019-01-03 14:30:00,Flying Coaster
18884,negative value in TIME_TO_PARADE_2=-30.0,2019-11-20 12:30:00,Flying Coaster
18892,negative value in TIME_TO_PARADE_2=-460.0,2018-12-25 19:30:00,Flying Coaster
18914,negative value in TIME_TO_PARADE_2=-130.0,2018-11-18 14:00:00,Water Ride
18916,negative value in TIME_TO_PARADE_2=-185.0,2018-10-19 15:15:00,Pirate Ship
18923,negative value in TIME_TO_PARADE_2=-300.0,2019-10-14 17:30:00,Flying Coaster
18930,negative value in TIME_TO_PARADE_2=-320.0,2018-10-04 17:30:00,Flying Coaster
18932,negative value in TIME_TO_PARADE_2=-360.0,2019-10-29 18:30:00,Water Ride
18938,negative value in TIME_TO_PARADE_2=-210.0,2019-11-02 16:00:00,Water Ride
18949,negative value in TIME_TO_PARADE_2=-435.0,2019-10-05 19:45:00,Flying Coaster
18950,negative value in TIME_TO_PARADE_2=-220.0,2018-12-28 15:30:00,Flying Coaster
18953,negative value in TIME_TO_PARADE_2=-295.0,2018-11-12 16:45:00,Flying Coaster
18956,negative value in TIME_TO_PARADE_2=-155.0,2018-10-13 14:45:00,Flying Coaster
18965,negative value in TIME_TO_PARADE_2=-40.0,2018-12-07 12:30:00,Flying Coaster
18968,negative value in TIME_TO_PARADE_2=-120.0,2019-10-22 14:30:00,Water Ride
18983,negative value in TIME_TO_PARADE_2=-355.0,2018-12-07 17:45:00,Flying Coaster
19002,negative value in TIME_TO_PARADE_2=-225.0,2019-10-09 16:15:00,Water Ride
19008,negative value in TIME_TO_PARADE_2=-305.0,2018-10-09 17:15:00,Flying Coaster
19017,negative value in TIME_TO_PARADE_2=-135.0,2019-12-25 14:15:00,Water Ride
19018,negative value in TIME_TO_PARADE_2=-315.0,2019-10-19 17:45:00,Flying Coaster
19021,negative value in TIME_TO_PARADE_2=-305.0,2018-10-11 17:15:00,Pirate Ship
19051,negative value in TIME_TO_PARADE_2=-60.0,2020-01-04 13:00:00,Flying Coaster
19052,negative value in TIME_TO_PARADE_2=-405.0,2019-10-30 19:15:00,Flying Coaster
19061,negative value in TIME_TO_PARADE_2=-135.0,2019-12-04 14:15:00,Flying Coaster
19074,negative value in TIME_TO_PARADE_2=-35.0,2018-10-29 12:45:00,Pirate Ship
19080,negative value in TIME_TO_PARADE_2=-115.0,2018-11-28 13:45:00,Water Ride
19097,negative value in TIME_TO_PARADE_2=-185.0,2018-10-13 15:15:00,Flying Coaster
19100,negative value in TIME_TO_PARADE_2=-390.0,2020-01-03 18:30:00,Flying Coaster
19104,negative value in TIME_TO_PARADE_2=-240.0,2019-12-21 16:00:00,Flying Coaster
19118,negative value in TIME_TO_PARADE_2=-135.0,2019-12-10 14:15:00,Flying Coaster
19120,negative value in TIME_TO_PARADE_2=-50.0,2018-10-29 13:00:00,Pirate Ship
19124,negative value in TIME_TO_PARADE_2=-15.0,2020-01-04 12:15:00,Flying Coaster
19129,negative value in TIME_TO_PARADE_2=-320.0,2018-10-12 17:30:00,Pirate Ship
19131,negative value in TIME_TO_PARADE_2=-90.0,2018-12-31 12:45:00,Flying Coaster
19166,negative value in TIME_TO_PARADE_2=-245.0,2018-10-10 16:15:00,Pirate Ship
19169,negative value in TIME_TO_PARADE_2=-65.0,2018-10-29 13:15:00,Pirate Ship
19196,negative value in TIME_TO_PARADE_2=-225.0,2019-11-18 15:45:00,Water Ride
19202,negative value in TIME_TO_PARADE_2=-180.0,2019-11-26 15:00:00,Water Ride
19203,negative value in TIME_TO_PARADE_2=-150.0,2018-12-31 13:45:00,Flying Coaster
19223,negative value in TIME_TO_PARADE_2=-405.0,2019-12-27 18:45:00,Flying Coaster
19236,negative value in TIME_TO_PARADE_2=-415.0,2019-01-05 18:45:00,Water Ride
19237,negative value in TIME_TO_PARADE_2=-375.0,2020-01-01 18:15:00,Pirate Ship
19264,negative value in TIME_TO_PARADE_2=-130.0,2019-01-03 14:00:00,Flying Coaster
19266,negative value in TIME_TO_PARADE_2=-290.0,2018-11-03 17:00:00,Water Ride
19269,negative value in TIME_TO_PARADE_2=-95.0,2018-10-05 13:45:00,Pirate Ship
19275,negative value in TIME_TO_PARADE_2=-335.0,2018-10-14 17:45:00,Flying Coaster
19279,negative value in TIME_TO_PARADE_2=-405.0,2019-10-31 19:15:00,Water Ride
19283,negative value in TIME_TO_PARADE_2=-210.0,2019-12-16 15:30:00,Pirate Ship
19297,negative value in TIME_TO_PARADE_2=-5.0,2018-10-02 12:15:00,Flying Coaster
19299,negative value in TIME_TO_PARADE_2=-190.0,2018-12-26 15:00:00,Flying Coaster
19315,negative value in TIME_TO_PARADE_2=-320.0,2018-10-08 17:30:00,Pirate Ship
19320,negative value in TIME_TO_PARADE_2=-405.0,2019-12-22 18:45:00,Flying Coaster
19325,negative value in TIME_TO_PARADE_2=-110.0,2018-11-03 14:00:00,Water Ride
19329,negative value in TIME_TO_PARADE_2=-90.0,2019-10-08 14:00:00,Water Ride
19339,negative value in TIME_TO_PARADE_2=-180.0,2019-10-14 15:30:00,Water Ride
19340,negative value in TIME_TO_PARADE_2=-350.0,2018-11-04 18:00:00,Water Ride
19357,negative value in TIME_TO_PARADE_2=-275.0,2018-10-05 16:45:00,Water Ride
19358,negative value in TIME_TO_PARADE_2=-235.0,2018-12-09 15:45:00,Water Ride
19366,negative value in TIME_TO_PARADE_2=-300.0,2019-11-17 17:00:00,Water Ride
19377,negative value in TIME_TO_PARADE_2=-30.0,2019-10-20 13:00:00,Water Ride
19395,negative value in TIME_TO_PARADE_2=-345.0,2019-12-07 17:45:00,Flying Coaster
19403,negative value in TIME_TO_PARADE_2=-505.0,2018-11-30 20:15:00,Flying Coaster
19416,negative value in TIME_TO_PARADE_2=-415.0,2018-11-30 18:45:00,Flying Coaster
19420,negative value in TIME_TO_PARADE_2=-230.0,2018-10-09 16:00:00,Pirate Ship
19421,negative value in TIME_TO_PARADE_2=-375.0,2019-10-21 18:45:00,Flying Coaster
19434,negative value in TIME_TO_PARADE_2=-235.0,2018-11-14 15:45:00,Flying Coaster
19441,negative value in TIME_TO_PARADE_2=-35.0,2018-10-20 12:45:00,Pirate Ship
19446,negative value in TIME_TO_PARADE_2=-235.0,2018-11-18 15:45:00,Water Ride
19456,negative value in TIME_TO_PARADE_2=-300.0,2019-10-27 17:30:00,Flying Coaster
19481,negative value in TIME_TO_PARADE_2=-315.0,2020-01-01 17:15:00,Water Ride
19492,negative value in TIME_TO_PARADE_2=-10.0,2018-12-07 12:00:00,Water Ride
19505,negative value in TIME_TO_PARADE_2=-280.0,2018-11-30 16:30:00,Water Ride
19518,negative value in TIME_TO_PARADE_2=-10.0,2018-12-06 12:00:00,Flying Coaster
19519,negative value in TIME_TO_PARADE_2=-15.0,2019-11-27 12:15:00,Water Ride
19522,negative value in TIME_TO_PARADE_2=-345.0,2019-10-20 18:15:00,Water Ride
19537,negative value in TIME_TO_PARADE_2=-295.0,2018-12-25 16:45:00,Flying Coaster
19540,negative value in TIME_TO_PARADE_2=-135.0,2020-01-01 14:15:00,Pirate Ship
19543,negative value in TIME_TO_PARADE_2=-45.0,2019-10-11 13:15:00,Water Ride
19565,negative value in TIME_TO_PARADE_2=-70.0,2018-12-18 13:00:00,Flying Coaster
19580,negative value in TIME_TO_PARADE_2=-115.0,2018-12-28 13:45:00,Flying Coaster
19581,negative value in TIME_TO_PARADE_2=-370.0,2018-12-24 18:00:00,Water Ride
19599,negative value in TIME_TO_PARADE_2=-75.0,2019-10-12 13:45:00,Flying Coaster
19605,negative value in TIME_TO_PARADE_2=-225.0,2020-01-01 15:45:00,Water Ride
19624,negative value in TIME_TO_PARADE_2=-270.0,2019-10-29 17:00:00,Flying Coaster
19627,negative value in TIME_TO_PARADE_2=-525.0,2018-12-31 20:00:00,Flying Coaster
19632,negative value in TIME_TO_PARADE_2=-185.0,2018-10-17 15:15:00,Water Ride
19640,negative value in TIME_TO_PARADE_2=-435.0,2019-12-27 19:15:00,Flying Coaster
19667,negative value in TIME_TO_PARADE_2=-10.0,2018-12-02 12:00:00,Water Ride
19672,negative value in TIME_TO_PARADE_2=-260.0,2018-10-15 16:30:00,Water Ride
19677,negative value in TIME_TO_PARADE_2=-490.0,2018-12-21 20:00:00,Water Ride
19683,negative value in TIME_TO_PARADE_2=-195.0,2019-11-25 15:15:00,Water Ride
19709,negative value in TIME_TO_PARADE_2=-330.0,2020-01-01 17:30:00,Pirate Ship
19714,negative value in TIME_TO_PARADE_2=-210.0,2019-11-02 16:00:00,Flying Coaster
19716,negative value in TIME_TO_PARADE_2=-310.0,2018-11-16 17:00:00,Flying Coaster
19720,negative value in TIME_TO_PARADE_2=-420.0,2019-12-18 18:00:00,Water Ride
19728,negative value in TIME_TO_PARADE_2=-140.0,2018-10-15 14:30:00,Pirate Ship
19736,negative value in TIME_TO_PARADE_2=-315.0,2019-10-28 17:45:00,Water Ride
19740,negative value in TIME_TO_PARADE_2=-120.0,2019-12-04 14:00:00,Flying Coaster
19746,negative value in TIME_TO_PARADE_2=-270.0,2019-10-23 17:00:00,Flying Coaster
19753,negative value in TIME_TO_PARADE_2=-520.0,2018-12-20 19:30:00,Flying Coaster
19757,negative value in TIME_TO_PARADE_2=-150.0,2019-10-31 15:00:00,Flying Coaster
19758,negative value in TIME_TO_PARADE_2=-405.0,2019-12-20 18:45:00,Pirate Ship
19761,negative value in TIME_TO_PARADE_2=-140.0,2018-10-29 14:30:00,Water Ride
19763,negative value in TIME_TO_PARADE_2=-225.0,2019-12-08 15:45:00,Flying Coaster
19766,negative value in TIME_TO_PARADE_2=-225.0,2019-10-12 16:15:00,Water Ride
19769,negative value in TIME_TO_PARADE_2=-140.0,2018-11-01 14:30:00,Water Ride
19770,negative value in TIME_TO_PARADE_2=-410.0,2018-11-01 19:00:00,Flying Coaster
19779,negative value in TIME_TO_PARADE_2=-245.0,2018-10-29 16:15:00,Pirate Ship
19784,negative value in TIME_TO_PARADE_2=-415.0,2018-12-19 17:45:00,Flying Coaster
19801,negative value in TIME_TO_PARADE_2=-205.0,2018-12-09 15:15:00,Water Ride
19803,negative value in TIME_TO_PARADE_2=-80.0,2018-10-13 13:30:00,Pirate Ship
19809,negative value in TIME_TO_PARADE_2=-245.0,2018-10-01 16:15:00,Flying Coaster
19819,negative value in TIME_TO_PARADE_2=-25.0,2018-12-10 12:15:00,Flying Coaster
19827,negative value in TIME_TO_PARADE_2=-90.0,2019-12-03 13:30:00,Flying Coaster
19837,negative value in TIME_TO_PARADE_2=-40.0,2018-11-15 12:30:00,Flying Coaster
19847,negative value in TIME_TO_PARADE_2=-240.0,2019-10-28 16:30:00,Flying Coaster
19851,negative value in TIME_TO_PARADE_2=-225.0,2019-10-22 16:15:00,Flying Coaster
19852,negative value in TIME_TO_PARADE_2=-115.0,2018-12-16 13:45:00,Flying Coaster
19859,negative value in TIME_TO_PARADE_2=-5.0,2018-11-03 12:15:00,Water Ride
19864,negative value in TIME_TO_PARADE_2=-135.0,2019-10-30 14:45:00,Water Ride
19865,negative value in TIME_TO_PARADE_2=-355.0,2018-12-28 17:45:00,Water Ride
19868,negative value in TIME_TO_PARADE_2=-125.0,2018-10-01 14:15:00,Pirate Ship
19871,negative value in TIME_TO_PARADE_2=-60.0,2020-01-03 13:00:00,Water Ride
19887,negative value in TIME_TO_PARADE_2=-380.0,2018-10-29 18:30:00,Pirate Ship
19898,negative value in TIME_TO_PARADE_2=-195.0,2019-11-26 15:15:00,Flying Coaster
19899,negative value in TIME_TO_PARADE_2=-285.0,2019-10-04 17:00:00,Water Ride
19904,negative value in TIME_TO_PARADE_2=-90.0,2019-12-02 13:30:00,Flying Coaster
19906,negative value in TIME_TO_PARADE_2=-165.0,2019-10-05 15:15:00,Water Ride
19923,negative value in TIME_TO_PARADE_2=-355.0,2018-12-09 17:45:00,Water Ride
19942,negative value in TIME_TO_PARADE_2=-315.0,2019-12-26 17:15:00,Pirate Ship
19950,negative value in TIME_TO_PARADE_2=-135.0,2019-10-22 14:45:00,Water Ride
19951,negative value in TIME_TO_PARADE_2=-250.0,2018-11-30 16:00:00,Flying Coaster
19952,negative value in TIME_TO_PARADE_2=-40.0,2018-12-03 12:30:00,Flying Coaster
19962,negative value in TIME_TO_PARADE_2=-245.0,2018-10-17 16:15:00,Pirate Ship
19967,negative value in TIME_TO_PARADE_2=-420.0,2019-12-06 19:00:00,Flying Coaster
19971,negative value in TIME_TO_PARADE_2=-370.0,2018-12-15 18:00:00,Flying Coaster
19975,negative value in TIME_TO_PARADE_2=-240.0,2019-10-01 16:30:00,Water Ride
19978,negative value in TIME_TO_PARADE_2=-435.0,2019-12-12 19:15:00,Flying Coaster
19979,negative value in TIME_TO_PARADE_2=-255.0,2019-11-09 16:15:00,Water Ride
19987,negative value in TIME_TO_PARADE_2=-5.0,2018-10-03 12:15:00,Pirate Ship
19993,negative value in TIME_TO_PARADE_2=-295.0,2018-12-15 16:45:00,Flying Coaster
20001,negative value in TIME_TO_PARADE_2=-325.0,2018-12-09 17:15:00,Flying Coaster
20005,negative value in TIME_TO_PARADE_2=-70.0,2018-12-21 13:00:00,Flying Coaster
20023,negative value in TIME_TO_PARADE_2=-110.0,2018-10-03 14:00:00,Water Ride
20042,negative value in TIME_TO_PARADE_2=-60.0,2019-10-18 13:30:00,Water Ride
20043,negative value in TIME_TO_PARADE_2=-290.0,2018-10-19 17:00:00,Flying Coaster
20047,negative value in TIME_TO_PARADE_2=-30.0,2019-12-20 12:30:00,Water Ride
20056,negative value in TIME_TO_PARADE_2=-255.0,2018-12-31 15:30:00,Water Ride
20066,negative value in TIME_TO_PARADE_2=-5.0,2018-10-05 12:15:00,Pirate Ship
20067,negative value in TIME_TO_PARADE_2=-235.0,2018-11-30 15:45:00,Water Ride
20078,negative value in TIME_TO_PARADE_2=-420.0,2019-10-31 19:30:00,Flying Coaster
20081,negative value in TIME_TO_PARADE_2=-140.0,2018-10-01 14:30:00,Water Ride
20108,negative value in TIME_TO_PARADE_2=-250.0,2018-12-12 16:00:00,Flying Coaster
